0.574257 11 11 62 37 11 0 0 0 0 0 60 0 37 0 0 2 9 0 0 14 6 67 37 6 8 57 37 8 121 153 37 -45.6082 -45.6079 2 4 2 6 60 63 0.00277651 +1
0.544554 24 22 58 37 22 2 0.0833333 52 37 2 34 0 37 -8.96744 -8.15899 3 19 0 2 4 1 65 37 1 3 63 37 3 2 36 37 -18.5229 -18.5639 0 1 1 2 38 37 0.0114774 +1
0.475248 23 21 62 37 20 2 0.0869565 51 37 2 26 0 37 -9.72732 -8.08867 7 14 1 1 19 14 63 37 13 5 67 37 5 75 75 37 -27.8556 -29.691 7 7 4 1 26 29 0.134045 +1
0.366337 22 22 65 37 19 0 0 0 0 0 93 0 37 0 0 16 6 0 0 18 10 67 37 10 8 68 37 8 159 159 37 -49.3145 -50.3254 8 2 5 3 93 96 0.00056899 +1
0.425743 10 8 67 37 7 2 0.2 67 37 1 12 12 37 -11.6468 -11.6709 4 4 2 0 10 4 68 37 4 6 66 37 6 81 126 37 -37.6378 -37.5378 2 2 3 3 0 -2 0.0849012 +1
0.633663 17 16 62 37 13 1 0.0588235 48 37 1 41 0 37 -4.88132 -3.56954 7 9 1 0 16 9 63 37 6 7 69 37 7 136 136 37 -41.8353 -44.681 6 3 2 5 41 44 0.0149343 +1
0.435644 20 19 60 37 17 1 0.05 71 37 1 50 0 37 -4.73897 -5.79888 4 15 0 1 20 12 62 37 9 8 62 37 7 123 123 37 -44.6197 -47.0396 4 8 1 7 50 53 0.00982801 +1
0.415842 98 98 63 37 55 0 0 0 0 0 255 0 37 0 0 37 61 0 0 109 71 66 37 46 38 68 37 29 228 228 37 -223.241 -238.794 28 43 15 23 222 225 6.25232e-13 +1
0.504951 122 121 61 37 60 1 0.00819672 40 37 1 255 0 37 -4.01038 -1.91621 55 66 1 0 98 50 61 37 32 46 63 37 36 228 228 37 -254.948 -293.497 28 22 28 18 222 225 4.93741e-19 +1
0.514852 42 40 63 37 33 2 0.047619 65 37 2 85 0 37 -9.64119 -9.97294 20 20 2 0 69 38 62 37 31 29 66 37 28 228 228 37 -162.484 -183.717 23 15 20 9 84 88 4.65753e-06 +1
0.544554 3 3 66 37 3 0 0 0 0 0 36 0 37 0 0 1 2 0 0 14 2 66 37 2 12 65 37 12 5 68 37 -76.1267 -80.1446 1 1 6 6 37 39 0.0147059 +1
0.455446 91 88 65 37 52 2 0.0222222 68 37 2 222 0 37 -9.26907 -10.0362 40 48 0 2 70 50 65 37 39 20 64 37 19 225 225 37 -111.819 -119.101 16 34 8 12 222 220 1.12789e-06 +1
0.39604 21 21 66 37 19 0 0 0 0 0 90 0 37 0 0 8 13 0 0 11 1 61 37 1 10 65 37 10 23 57 37 -63.595 -65.7525 1 0 4 6 113 94 1.7051e-07 +1
0.643564 19 19 60 37 16 0 0 0 0 0 84 0 37 0 0 2 17 0 0 26 4 68 37 4 22 64 37 19 34 128 37 -137.979 -145.777 2 2 8 14 84 87 3.63154e-09 +1
0.485149 44 44 61 37 34 0 0 0 0 0 159 0 37 0 0 15 29 0 0 54 41 65 37 32 13 64 37 11 154 154 37 -72.0702 -75.7345 15 26 4 9 151 151 0.000206217 +1
0.504951 53 52 64 37 33 1 0.0188679 39 37 1 150 0 37 -4.63611 -2.1771 24 28 1 0 104 56 65 37 41 48 64 37 31 228 228 37 -278.518 -303.802 37 19 26 22 222 187 4.33991e-10 +1
0.386139 84 84 66 37 53 0 0 0 0 0 255 0 37 0 0 33 51 0 0 95 75 63 37 49 20 66 37 18 166 166 37 -106.714 -117.261 26 49 9 11 222 163 1.09932e-06 +1
0.613861 15 15 62 37 11 0 0 0 0 0 72 0 37 0 0 12 3 0 0 80 44 63 37 30 35 60 37 28 228 228 37 -193.625 -218.82 11 33 14 21 72 75 0.000429226 +1
0.534653 69 68 63 37 41 1 0.0144928 46 37 1 198 0 37 -4.44811 -2.76146 36 32 1 0 83 66 62 37 43 15 58 37 12 135 135 37 -74.2763 -80.752 40 26 11 4 134 132 0.000434636 +1
0.445545 46 46 65 37 32 0 0 0 0 0 165 0 37 0 0 22 24 0 0 39 34 62 37 30 5 63 37 5 22 22 37 -25.368 -26.6354 23 11 2 3 22 19 0.0175528 +1
0.29703 17 17 67 37 13 0 0 0 0 0 78 0 37 0 0 4 13 0 0 82 56 66 37 41 26 69 37 23 228 228 37 -152.6 -160.544 42 14 19 7 78 81 0.00320238 +1
0.653465 35 35 66 37 28 0 0 0 0 0 132 0 37 0 0 14 21 0 0 41 30 62 37 26 11 60 37 11 81 81 37 -57.7882 -60.8431 11 19 0 11 81 78 0.000551663 +1
